,id
1887,413518
1888,501979
1889,591629
1890,529203
1891,417466
1892,587792
1893,520725
1894,390635
1895,590995
1896,551804
1897,585244
1898,583132
1899,521007
1900,531219
1901,718444
1902,425001
1903,726739
1904,595149
1905,611605
1906,594718
1907,413518
1908,501979
1909,591629
1910,529203
1911,417466
1912,587792
1913,520725
1914,390635
1915,590995
1916,551804
1917,585244
1918,583132
1919,521007
1920,531219
1921,718444
1922,425001
1923,726739
1924,595149
1925,611605
1926,594718
1927,413518
1928,501979
1929,591629
1930,529203
1931,417466
1932,587792
1933,520725
1934,390635
1935,590995
1936,551804
1937,585244
1938,583132
1939,521007
1940,531219
1941,718444
1942,425001
1943,726739
1944,595149
1945,611605
1946,594718
1947,413518
1948,501979
1949,591629
1950,529203
1951,417466
1952,587792
1953,520725
1954,390635
1955,590995
1956,551804
1957,585244
1958,583132
1959,521007
1960,531219
1961,718444
1962,425001
1963,726739
1964,595149
1965,611605
1966,594718
1967,413518
1968,501979
1969,591629
1970,529203
1971,417466
1972,587792
1973,520725
1974,390635
1975,590995
1976,551804
1977,585244
1978,583132
1979,521007
1980,531219
1981,718444
1982,425001
1983,726739
1984,595149
1985,611605
1986,594718
1987,413518
1988,501979
1989,591629
1990,529203
1991,417466
1992,587792
1993,520725
1994,390635
1995,590995
1996,551804
1997,585244
1998,583132
1999,521007
2000,531219
2001,718444
2002,425001
2003,726739
2004,595149
2005,611605
2006,594718
2007,413518
2008,501979
2009,591629
2010,529203
2011,417466
2012,587792
2013,520725
2014,390635
2015,590995
2016,551804
2017,585244
2018,583132
2019,521007
2020,531219
2021,718444
2022,425001
2023,726739
2024,595149
2025,611605
2026,594718
2027,413518
2028,501979
2029,591629
2030,529203
2031,417466
2032,587792
2033,520725
2034,390635
2035,590995
2036,551804
2037,585244
2038,583132
2039,521007
2040,531219
2041,718444
2042,425001
2043,726739
2044,595149
2045,611605
2046,594718
2047,413518
2048,501979
2049,591629
2050,529203
2051,417466
2052,587792
2053,520725
2054,390635
2055,590995
2056,551804
2057,585244
2058,583132
2059,521007
2060,531219
2061,718444
2062,425001
2063,726739
2064,595149
2065,611605
2066,594718
2067,413518
2068,501979
2069,591629
2070,529203
2071,417466
2072,587792
2073,520725
2074,390635
2075,590995
2076,551804
2077,585244
2078,583132
2079,521007
2080,531219
2081,718444
2082,425001
2083,726739
2084,595149
2085,611605
2086,594718
2087,413518
2088,501979
2089,591629
2090,529203
2091,417466
2092,587792
2093,520725
2094,390635
2095,590995
2096,551804
2097,585244
2098,583132
2099,521007
2100,531219
2101,718444
2102,425001
2103,726739
2104,595149
2105,611605
2106,594718
2107,413518
2108,501979
2109,591629
2110,529203
2111,417466
2112,587792
2113,520725
2114,390635
2115,590995
2116,551804
2117,585244
2118,583132
2119,521007
2120,531219
2121,718444
2122,425001
2123,726739
2124,595149
2125,611605
2126,594718
2127,413518
2128,501979
2129,591629
2130,529203
2131,417466
2132,587792
2133,520725
2134,390635
2135,590995
2136,551804
2137,585244
2138,583132
2139,521007
2140,531219
2141,718444
2142,425001
2143,726739
2144,595149
2145,611605
2146,594718
2147,413518
2148,501979
2149,591629
2150,529203
2151,417466
2152,587792
2153,520725
2154,390635
2155,590995
2156,551804
2157,585244
2158,583132
2159,521007
2160,531219
2161,718444
2162,425001
2163,726739
2164,595149
2165,611605
2166,594718
2167,413518
2168,501979
2169,591629
2170,529203
2171,417466
2172,587792
2173,520725
2174,390635
2175,590995
2176,551804
2177,585244
2178,583132
2179,521007
2180,531219
2181,718444
2182,425001
2183,726739
2184,595149
2185,611605
2186,594718
2187,413518
2188,501979
2189,591629
2190,529203
2191,417466
2192,587792
2193,520725
2194,390635
2195,590995
2196,551804
2197,585244
2198,583132
2199,521007
2200,531219
2201,718444
2202,425001
2203,726739
2204,595149
2205,611605
2206,594718
2207,413518
2208,501979
2209,591629
2210,529203
2211,417466
2212,587792
2213,520725
2214,390635
2215,590995
2216,551804
2217,585244
2218,583132
2219,521007
2220,531219
2221,718444
2222,425001
2223,726739
2224,595149
2225,611605
2226,594718
2227,413518
2228,501979
2229,591629
2230,529203
2231,417466
2232,587792
2233,520725
2234,390635
2235,590995
2236,551804
2237,585244
2238,583132
2239,521007
2240,531219
2241,718444
2242,425001
2243,726739
2244,595149
2245,611605
2246,594718
2247,413518
2248,501979
2249,591629
2250,529203
2251,417466
2252,587792
2253,520725
2254,390635
2255,590995
2256,551804
2257,585244
2258,583132
2259,521007
2260,531219
2261,718444
2262,425001
2263,726739
2264,595149
2265,611605
2266,594718
2267,413518
2268,501979
2269,591629
2270,529203
2271,417466
2272,587792
2273,520725
2274,390635
2275,590995
2276,551804
2277,585244
2278,583132
2279,521007
2280,531219
2281,718444
2282,425001
2283,726739
2284,595149
2285,611605
2286,594718
2287,413518
2288,501979
2289,591629
2290,529203
2291,417466
2292,587792
2293,520725
2294,390635
2295,590995
2296,551804
2297,585244
2298,583132
2299,521007
2300,531219
2301,718444
2302,425001
2303,726739
2304,595149
2305,611605
2306,594718
2307,413518
2308,501979
2309,591629
2310,529203
2311,417466
2312,587792
2313,520725
2314,390635
2315,590995
2316,551804
2317,585244
2318,583132
2319,521007
2320,531219
2321,718444
2322,425001
2323,726739
2324,595149
2325,611605
2326,594718
2327,413518
2328,501979
2329,591629
2330,529203
2331,417466
2332,587792
2333,520725
2334,390635
2335,590995
2336,551804
2337,585244
2338,583132
2339,521007
2340,531219
2341,718444
2342,425001
2343,726739
2344,595149
2345,611605
2346,594718
2347,413518
2348,501979
2349,591629
2350,529203
2351,417466
2352,587792
2353,520725
2354,390635
2355,590995
2356,551804
2357,585244
2358,583132
2359,521007
2360,531219
2361,718444
2362,425001
2363,726739
2364,595149
2365,611605
2366,594718
2367,413518
2368,501979
2369,591629
2370,529203
2371,417466
2372,587792
2373,520725
2374,390635
2375,590995
2376,551804
2377,585244
2378,583132
2379,521007
2380,531219
2381,718444
2382,425001
2383,726739
2384,595149
2385,611605
2386,594718
2387,413518
2388,501979
2389,591629
2390,529203
2391,417466
2392,587792
2393,520725
2394,390635
2395,590995
2396,551804
2397,585244
2398,583132
2399,521007
2400,531219
2401,718444
2402,425001
2403,726739
2404,595149
2405,611605
2406,594718
2407,413518
2408,501979
2409,591629
2410,529203
2411,417466
2412,587792
2413,520725
2414,390635
2415,590995
2416,551804
2417,585244
2418,583132
2419,521007
2420,531219
2421,718444
2422,425001
2423,726739
2424,595149
2425,611605
2426,594718
2427,413518
2428,501979
2429,591629
2430,529203
2431,417466
2432,587792
2433,520725
2434,390635
2435,590995
2436,551804
2437,585244
2438,583132
2439,521007
2440,531219
2441,718444
2442,425001
2443,726739
2444,595149
2445,611605
2446,594718
2447,413518
2448,501979
2449,591629
2450,529203
2451,417466
2452,587792
2453,520725
2454,390635
2455,590995
2456,551804
2457,585244
2458,583132
2459,521007
2460,531219
2461,718444
2462,425001
2463,726739
2464,595149
2465,611605
2466,594718
2467,413518
2468,501979
2469,591629
2470,529203
2471,417466
2472,587792
2473,520725
2474,390635
2475,590995
2476,551804
2477,585244
2478,583132
2479,521007
2480,531219
2481,718444
2482,425001
2483,726739
2484,595149
2485,611605
2486,594718
2487,413518
2488,501979
2489,591629
2490,529203
2491,417466
2492,587792
2493,520725
2494,390635
2495,590995
2496,551804
2497,585244
